"","X","id","listing_url","host_id","host_url","host_name","host_since","host_location","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_thumbnail_url","host_picture_url","host_neighbourhood","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","street","neighbourhood","neighbourhood_cleansed","neighbourhood_group_cleansed","city","state","zipcode","market","smart_location","country_code","country","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","square_feet","price","weekly_price","monthly_price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_ltm","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","jurisdiction_names","instant_bookable","is_business_travel_ready","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","place"
"5337",11480,1098409,"https://www.airbnb.com/rooms/1098409",6036056,"https://www.airbnb.com/users/show/6036056","Ellen","4/22/2013","Gent, Vlaams Gewest, Belgium","within an hour","91%","92%","f","https://a0.muscache.com/im/users/6036056/profile_pic/1366623229/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/6036056/profile_pic/1366623229/original.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'reviews']","t","f","Ghent, Flemish Region, Belgium",NA,"Binnenstad",NA,"Ghent","Flemish Region","9000","Gent","Ghent, Belgium","BE","Belgium",51.05192,3.72792,"t","House","Private room",2,1,1,1,"Real Bed",NA,"$40.00 ","$250.00 ","","","",1,"$10.00 ",2,1124,2,2,1124,1124,2,1124,"t",27,47,77,284,"3/18/2020",242,30,"5/5/2013","2/9/2020",87,9,8,9,9,10,8,NA,"f","f","strict_14_with_grace_period","f","f",2,0,2,0,2.89,"Ghent"
"5338",11481,1102289,"https://www.airbnb.com/rooms/1102289",6054596,"https://www.airbnb.com/users/show/6054596","Ingrid Saran","4/23/2013","Gent, Vlaams Gewest, Belgium","within an hour","100%","92%","f","https://a0.muscache.com/im/pictures/user/2fbf8993-39e7-4b95-a59e-47c10122eca1.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/2fbf8993-39e7-4b95-a59e-47c10122eca1.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']","t","t","Ghent, Flemish Region, Belgium",NA,"Stationsbuurt Zuid",NA,"Ghent","Flemish Region","9000","Gent","Ghent, Belgium","BE","Belgium",51.0325,3.7152,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",538,"$92.00 ","$440.00 ","$1,300.00 ","$100.00 ","$35.00 ",2,"$25.00 ",2,12,2,2,12,12,2,12,"t",19,45,68,335,"3/18/2020",203,21,"5/6/2013","1/1/2020",93,9,10,10,10,9,9,NA,"f","f","strict_14_with_grace_period","t","t",1,1,0,0,2.43,"Ghent"
"5339",11482,1121033,"https://www.airbnb.com/rooms/1121033",6150298,"https://www.airbnb.com/users/show/6150298","Sarah","4/29/2013","Gent, Flemish Region, Belgium","within an hour","90%","85%","f","https://a0.muscache.com/im/pictures/user/05bee003-e4e6-43e9-afb8-2a3935d39d09.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/05bee003-e4e6-43e9-afb8-2a3935d39d09.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews']","t","f","Ghent, Flemish Region, Belgium",NA,"Elisabethbegijnhof - Papegaai",NA,"Ghent","Flemish Region","9000","Gent","Ghent, Belgium","BE","Belgium",51.05661,3.71914,"t","Townhouse","Private room",3,1.5,2,2,"Real Bed",0,"$60.00 ","$400.00 ","$1,500.00 ","$500.00 ","$25.00 ",2,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",30,51,78,346,"3/18/2020",73,30,"5/10/2013","3/1/2020",87,9,8,9,9,10,9,NA,"f","f","strict_14_with_grace_period","f","f",1,0,1,0,0.87,"Ghent"
"5340",11483,1135017,"https://www.airbnb.com/rooms/1135017",6226459,"https://www.airbnb.com/users/show/6226459","Simon","5/4/2013","Ghent, Flanders, Belgium","within a few hours","100%","52%","t","https://a0.muscache.com/im/pictures/user/fbb4b61b-2943-41af-9cf7-680758a6cd33.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/fbb4b61b-2943-41af-9cf7-680758a6cd33.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']","t","t","Ghent, Flemish Region, Belgium",NA,"Elisabethbegijnhof - Papegaai",NA,"Ghent","Flemish Region","9000","Gent","Ghent, Belgium","BE","Belgium",51.05683,3.71639,"t","Condominium","Entire home/apt",6,1,2,5,"Real Bed",861,"$75.00 ","$800.00 ","$2,835.00 ","$400.00 ","$115.00 ",2,"$15.00 ",2,1125,2,2,1125,1125,2,1125,"t",30,51,78,353,"3/18/2020",215,15,"6/16/2013","2/21/2020",97,10,10,10,10,10,10,NA,"f","f","moderate","f","f",2,2,0,0,2.61,"Ghent"
"5341",11484,1141163,"https://www.airbnb.com/rooms/1141163",5082339,"https://www.airbnb.com/users/show/5082339","Joost","2/14/2013","Gent, Vlaams Gewest, Belgium","within an hour","100%","100%","t","https://a0.muscache.com/im/pictures/user/20d2ecb8-1929-45c4-8ef2-dbbf697a0965.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/20d2ecb8-1929-45c4-8ef2-dbbf697a0965.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'government_id']","t","f","Ghent, Flanders, Belgium",NA,"Binnenstad",NA,"Ghent","Flanders","9000","Gent","Ghent, Belgium","BE","Belgium",51.04531,3.73526,"t","Apartment","Entire home/apt",4,1,1,1,"Real Bed",0,"$85.00 ","","","$300.00 ","$50.00 ",2,"$15.00 ",2,45,2,2,45,45,2,45,"t",24,43,68,329,"3/18/2020",127,22,"5/12/2013","2/28/2020",95,10,10,10,10,9,9,NA,"t","f","strict_14_with_grace_period","f","f",1,1,0,0,1.52,"Ghent"
"5342",11485,1159353,"https://www.airbnb.com/rooms/1159353",1774984,"https://www.airbnb.com/users/show/1774984","Melanie","2/19/2012","Ghent, Flanders, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/e92b2748-6b28-4226-8e49-29be9adb2a65.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/e92b2748-6b28-4226-8e49-29be9adb2a65.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']","t","t","Ghent, Flemish Region, Belgium",NA,"Stationsbuurt Noord",NA,"Ghent","Flemish Region","9000","Gent","Ghent, Belgium","BE","Belgium",51.03702,3.73016,"t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",NA,"$70.00 ","$420.00 ","$1,400.00 ","$100.00 ","$10.00 ",2,"$18.00 ",4,1125,4,4,1125,1125,4,1125,"t",13,42,62,152,"3/18/2020",389,18,"7/22/2013","1/31/2020",90,10,9,10,10,9,9,NA,"t","f","moderate","f","f",1,1,0,0,4.8,"Ghent"
"5343",11486,1188974,"https://www.airbnb.com/rooms/1188974",6036056,"https://www.airbnb.com/users/show/6036056","Ellen","4/22/2013","Gent, Vlaams Gewest, Belgium","within an hour","91%","92%","f","https://a0.muscache.com/im/users/6036056/profile_pic/1366623229/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/6036056/profile_pic/1366623229/original.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'reviews']","t","f","Ghent, Flanders, Belgium",NA,"Binnenstad",NA,"Ghent","Flanders","9000","Gent","Ghent, Belgium","BE","Belgium",51.05109,3.7257,"t","House","Private room",2,1,1,1,"Real Bed",NA,"$40.00 ","$250.00 ","","","",1,"$10.00 ",2,1124,2,2,1124,1124,2,1124,"t",20,41,66,275,"3/18/2020",261,35,"5/27/2013","2/29/2020",87,9,8,10,10,10,9,NA,"f","f","strict_14_with_grace_period","f","f",2,0,2,0,3.15,"Ghent"
"5344",11487,1222069,"https://www.airbnb.com/rooms/1222069",5456443,"https://www.airbnb.com/users/show/5456443","Ruth","3/14/2013","Gent, Flemish Region, Belgium","within an hour","100%","100%","t","https://a0.muscache.com/im/pictures/user/71054b48-f8d3-4fdc-a2fc-c9f70ebf3830.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/71054b48-f8d3-4fdc-a2fc-c9f70ebf3830.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']","t","t","Ghent, Flemish Region, Belgium",NA,"Watersportbaan - Ekkergem",NA,"Ghent","Flemish Region","9000","Gent","Ghent, Belgium","BE","Belgium",51.05087,3.70436,"t","Bed and breakfast","Private room",2,1.5,1,1,"Real Bed",NA,"$80.00 ","$500.00 ","","","$0.00 ",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",13,27,37,187,"3/18/2020",340,37,"6/18/2013","3/5/2020",97,10,10,10,10,10,10,NA,"t","f","moderate","f","f",1,0,1,0,4.14,"Ghent"
"5345",11488,1232605,"https://www.airbnb.com/rooms/1232605",6588103,"https://www.airbnb.com/users/show/6588103","Dagmar En Quinti","5/26/2013","Gent, Flemish Region, Belgium","within a few hours","100%","50%","f","https://a0.muscache.com/im/users/6588103/profile_pic/1369605012/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/6588103/profile_pic/1369605012/original.jpg?aki_policy=profile_x_medium","",0,0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Ghent, Flanders, Belgium",NA,"Wondelgem",NA,"Ghent","Flanders","9000","Gent","Ghent, Belgium","BE","Belgium",51.07422,3.7265,"t","Apartment","Entire home/apt",6,1.5,1,0,"Real Bed",1184,"$54.00 ","$395.00 ","$1,650.00 ","$100.00 ","$30.00 ",2,"$25.00 ",4,1125,4,4,1125,1125,4,1125,"t",30,60,90,365,"3/18/2020",29,0,"6/17/2013","8/18/2015",86,9,9,9,10,8,9,NA,"f","f","moderate","f","t",1,1,0,0,0.35,"Ghent"
"5346",11489,1271802,"https://www.airbnb.com/rooms/1271802",6922134,"https://www.airbnb.com/users/show/6922134","Tasja","6/15/2013","Ghent, Flanders, Belgium","within a day","75%","50%","f","https://a0.muscache.com/im/users/6922134/profile_pic/1443729574/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/6922134/profile_pic/1443729574/original.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id']","t","f","Ghent, Flemish Region, Belgium",NA,"Nieuw Gent - UZ",NA,"Ghent","Flemish Region","9000","Gent","Ghent, Belgium","BE","Belgium",51.03137,3.72882,"f","House","Private room",5,1,2,2,"Real Bed",0,"$44.00 ","$240.00 ","$720.00 ","","$25.00 ",2,"$25.00 ",2,100,2,2,100,100,2,100,"t",12,42,53,253,"3/18/2020",39,2,"8/11/2013","1/2/2020",97,10,10,10,10,9,10,NA,"f","f","flexible","f","f",2,0,2,0,0.49,"Ghent"
"5347",11490,1339383,"https://www.airbnb.com/rooms/1339383",7258638,"https://www.airbnb.com/users/show/7258638","Ina Karina & Patrick","7/3/2013","Gent, Flemish Region, Belgium","within a day","100%","81%","f","https://a0.muscache.com/im/users/7258638/profile_pic/1380888893/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/7258638/profile_pic/1380888893/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']","t","t","Ghent, East Flanders, Belgium",NA,"Binnenstad",NA,"Ghent","East Flanders","9000","Gent","Ghent, Belgium","BE","Belgium",51.05824,3.72243,"t","Apartment","Entire home/apt",2,1.5,1,0,"Real Bed",NA,"$98.00 ","$655.00 ","","","$25.00 ",2,"$35.00 ",2,1125,2,2,1125,1125,2,1125,"t",21,51,76,347,"3/18/2020",30,7,"11/11/2013","2/19/2020",90,9,10,10,10,10,9,NA,"f","f","strict_14_with_grace_period","f","f",1,1,0,0,0.39,"Ghent"
"5348",11491,1354090,"https://www.airbnb.com/rooms/1354090",7349426,"https://www.airbnb.com/users/show/7349426","Barnab鑼","7/8/2013","Gent, Flemish Region, Belgium","within an hour","100%","84%","t","https://a0.muscache.com/im/users/7349426/profile_pic/1373287597/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/7349426/profile_pic/1373287597/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']","t","t","Ghent, Flemish Region, Belgium",NA,"Binnenstad",NA,"Ghent","Flemish Region","9000","Gent","Ghent, Belgium","BE","Belgium",51.05421,3.73203,"t","Apartment","Private room",2,1,1,1,"Real Bed",NA,"$48.00 ","$300.00 ","","$0.00 ","$5.00 ",1,"$0.00 ",1,183,1,1,183,183,1,183,"t",0,0,0,6,"3/18/2020",136,33,"7/27/2013","2/24/2020",98,10,10,10,10,10,10,NA,"t","f","flexible","f","f",1,0,1,0,1.68,"Ghent"
"5349",11492,1368957,"https://www.airbnb.com/rooms/1368957",6747265,"https://www.airbnb.com/users/show/6747265","Arnoud","6/5/2013","Gent, Flemish Region, Belgium","within an hour","100%","99%","t","https://a0.muscache.com/im/pictures/user/00ea44e7-b004-404f-b43a-7e096947b57e.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/00ea44e7-b004-404f-b43a-7e096947b57e.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']","t","t","Gent, Vlaams Gewest, Belgium",NA,"Oud Gentbrugge",NA,"Ghent","Vlaams Gewest","9050","Gent","Gent, Belgium","BE","Belgium",51.04206,3.74747,"t","Apartment","Private room",2,1,1,1,"Real Bed",NA,"$39.00 ","","","$0.00 ","$7.00 ",2,"$15.00 ",1,1125,1,1,1125,1125,1,1125,"t",24,53,82,352,"3/18/2020",260,54,"7/20/2015","2/23/2020",96,9,10,10,10,9,9,NA,"t","f","moderate","f","f",1,0,1,0,4.58,"Ghent"
"5350",11493,1378568,"https://www.airbnb.com/rooms/1378568",7467550,"https://www.airbnb.com/users/show/7467550","Anne-Marie","7/13/2013","Gent, Flemish Region, Belgium","within an hour","100%","100%","t","https://a0.muscache.com/im/users/7467550/profile_pic/1374397527/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/7467550/profile_pic/1374397527/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']","t","t","Ghent, Flemish Region, Belgium",NA,"Sint Amandsberg",NA,"Ghent","Flemish Region","9000","Gent","Ghent, Belgium","BE","Belgium",51.07289,3.75223,"t","House","Private room",2,2,1,1,"Real Bed",NA,"$55.00 ","$350.00 ","","$0.00 ","$5.00 ",1,"$0.00 ",2,21,2,2,21,21,2,21,"t",2,29,59,334,"3/18/2020",105,16,"7/28/2013","3/12/2020",93,10,10,10,10,9,9,NA,"t","f","flexible","f","f",1,0,1,0,1.3,"Ghent"
"5351",11494,1414369,"https://www.airbnb.com/rooms/1414369",1254586,"https://www.airbnb.com/users/show/1254586","Bieke","10/6/2011","Ghent, Flemish Region, Belgium","within an hour","100%","58%","f","https://a0.muscache.com/im/users/1254586/profile_pic/1373746295/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/1254586/profile_pic/1373746295/original.jpg?aki_policy=profile_x_medium","",0,0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","t","Ghent, Flanders, Belgium",NA,"Binnenstad",NA,"Ghent","Flanders","9000","Gent","Ghent, Belgium","BE","Belgium",51.0596,3.72733,"t","Townhouse","Entire home/apt",2,1.5,1,1,"Real Bed",NA,"$99.00 ","","","$0.00 ","$29.00 ",1,"$0.00 ",3,1125,3,3,1125,1125,3,1125,"t",0,11,24,101,"3/18/2020",10,2,"11/4/2013","1/1/2020",98,10,9,10,10,10,9,NA,"f","f","strict_14_with_grace_period","f","f",3,2,1,0,0.13,"Ghent"
"5352",11495,1418588,"https://www.airbnb.com/rooms/1418588",7640576,"https://www.airbnb.com/users/show/7640576","Stijn","7/22/2013","Gent, Flemish Region, Belgium","within a day","100%","67%","f","https://a0.muscache.com/im/pictures/user/7d9636a2-cecc-4211-91b2-6a14b82c9f51.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/7d9636a2-cecc-4211-91b2-6a14b82c9f51.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews']","t","f","Ghent, Flemish Region, Belgium",NA,"Sint Denijs Westrem",NA,"Ghent","Flemish Region","9051","Gent","Ghent, Belgium","BE","Belgium",51.02235,3.66854,"f","House","Entire home/apt",8,2,4,8,"Real Bed",NA,"$175.00 ","$1,350.00 ","","","",4,"$25.00 ",3,14,3,3,14,14,3,14,"t",0,0,0,21,"3/18/2020",50,4,"11/12/2013","8/23/2019",95,10,9,10,10,9,9,NA,"f","f","strict_14_with_grace_period","f","t",1,1,0,0,0.65,"Ghent"
"5353",11496,1425838,"https://www.airbnb.com/rooms/1425838",6976593,"https://www.airbnb.com/users/show/6976593","Hilde","6/18/2013","Belgie","within a few hours","100%","75%","f","https://a0.muscache.com/im/users/6976593/profile_pic/1374761724/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/6976593/profile_pic/1374761724/original.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'reviews']","t","f","Ghent, Flanders, Belgium",NA,"Mariakerke",NA,"Ghent","Flanders","9030","Gent","Ghent, Belgium","BE","Belgium",51.07391,3.69128,"t","Bed and breakfast","Private room",2,1.5,1,1,"Real Bed",0,"$50.00 ","$300.00 ","","","",1,"$10.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,0,0,0,"3/18/2020",7,0,"8/20/2013","8/11/2014",100,10,10,10,10,9,10,NA,"f","f","strict_14_with_grace_period","f","f",2,0,2,0,0.09,"Ghent"
"5354",11497,1455446,"https://www.airbnb.com/rooms/1455446",7758609,"https://www.airbnb.com/users/show/7758609","Dieter","7/27/2013","Gent, Flemish Region, Belgium","a few days or more","0%","0%","f","https://a0.muscache.com/im/users/7758609/profile_pic/1435596314/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/7758609/profile_pic/1435596314/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']","t","t","Gent, Belgium",NA,"Oud Gentbrugge",NA,"Ghent","","9050","Gent","Gent, Belgium","BE","Belgium",51.0427,3.75586,"t","House","Entire home/apt",6,1.5,3,3,"Real Bed",NA,"$150.00 ","$750.00 ","$2,050.00 ","","",6,"$0.00 ",3,1125,3,3,1125,1125,3,1125,"t",0,0,0,198,"3/18/2020",30,0,"7/9/2015","4/6/2017",88,9,9,10,10,8,9,NA,"f","f","moderate","f","f",1,1,0,0,0.52,"Ghent"
"5355",11498,1482891,"https://www.airbnb.com/rooms/1482891",2091743,"https://www.airbnb.com/users/show/2091743","Paul","4/8/2012","Gent, Flemish Region, Belgium","within an hour","100%","97%","t","https://a0.muscache.com/im/users/2091743/profile_pic/1333884962/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/2091743/profile_pic/1333884962/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']","t","t","Gent, Vlaanderen, Belgium",NA,"Dampoort",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.04821,3.75034,"t","Townhouse","Private room",2,1,1,1,"Real Bed",NA,"$29.00 ","","","$0.00 ","$12.00 ",1,"$12.00 ",2,30,2,2,30,30,2,30,"t",10,16,19,95,"3/18/2020",82,25,"9/21/2016","3/8/2020",98,10,10,10,10,9,10,NA,"f","f","moderate","f","f",1,0,1,0,1.93,"Ghent"
"5356",11499,1505180,"https://www.airbnb.com/rooms/1505180",8041545,"https://www.airbnb.com/users/show/8041545","Dave","8/9/2013","Ghent, Flanders, Belgium","within a day","100%","50%","f","https://a0.muscache.com/im/pictures/user/b4d4fb34-9a6a-484f-a5e6-34702b2a79ce.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/b4d4fb34-9a6a-484f-a5e6-34702b2a79ce.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone']","t","f","Ghent, Flanders, Belgium",NA,"Sint Amandsberg",NA,"Ghent","Flanders",NA,"Gent","Ghent, Belgium","BE","Belgium",51.0665,3.7523,"f","Loft","Entire home/apt",4,1,2,2,"Real Bed",NA,"$125.00 ","","","$4,200.00 ","$45.00 ",1,"$0.00 ",2,30,2,2,30,30,2,30,"t",0,0,0,0,"3/18/2020",11,1,"7/15/2018","4/8/2019",100,10,9,10,10,10,10,NA,"f","f","moderate","f","f",1,1,0,0,0.54,"Ghent"
"5357",11500,1607894,"https://www.airbnb.com/rooms/1607894",6922134,"https://www.airbnb.com/users/show/6922134","Tasja","6/15/2013","Ghent, Flanders, Belgium","within a day","75%","50%","f","https://a0.muscache.com/im/users/6922134/profile_pic/1443729574/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/6922134/profile_pic/1443729574/original.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id']","t","f","Ghent, Flanders, Belgium",NA,"Stationsbuurt Noord",NA,"Ghent","Flanders","9000","Gent","Ghent, Belgium","BE","Belgium",51.03189,3.72787,"f","House","Private room",3,1,1,2,"Real Bed",NA,"$54.00 ","$325.00 ","$795.00 ","","$25.00 ",2,"$25.00 ",2,100,2,2,100,100,2,100,"t",5,31,41,239,"3/18/2020",27,7,"10/7/2013","12/30/2019",94,10,9,10,10,9,9,NA,"f","f","flexible","f","f",2,0,2,0,0.34,"Ghent"
"5358",11501,1616843,"https://www.airbnb.com/rooms/1616843",8604293,"https://www.airbnb.com/users/show/8604293","Maaike","9/3/2013","Ghent, Flanders, Belgium","within a few hours","100%","75%","f","https://a0.muscache.com/im/users/8604293/profile_pic/1378812509/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/8604293/profile_pic/1378812509/original.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Ghent, Flanders, Belgium",NA,"Elisabethbegijnhof - Papegaai",NA,"Ghent","Flanders","9000","Gent","Ghent, Belgium","BE","Belgium",51.04787,3.71958,"f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$90.00 ","$550.00 ","$1,600.00 ","$0.00 ","$50.00 ",1,"$0.00 ",30,1000,7,30,1000,1000,28.8,1000,"t",20,34,64,110,"3/18/2020",17,0,"9/25/2013","1/31/2018",95,10,10,10,10,10,10,NA,"f","f","flexible","f","f",1,1,0,0,0.22,"Ghent"
"5359",11502,1627743,"https://www.airbnb.com/rooms/1627743",8651909,"https://www.airbnb.com/users/show/8651909","Gerald","9/5/2013","Ghent, Flanders, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/users/8651909/profile_pic/1378400957/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/8651909/profile_pic/1378400957/original.jpg?aki_policy=profile_x_medium","",3,3,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","f","Ghent, Flanders, Belgium",NA,"Binnenstad",NA,"Ghent","Flanders","9000","Gent","Ghent, Belgium","BE","Belgium",51.05661,3.72775,"f","Apartment","Entire home/apt",5,2,3,4,"Real Bed",NA,"$175.00 ","$800.00 ","$1,970.00 ","$300.00 ","$60.00 ",5,"$35.00 ",2,1125,2,2,1125,1125,2,1125,"t",29,45,64,316,"3/18/2020",187,17,"9/23/2013","1/2/2020",89,9,9,9,10,10,9,NA,"f","f","strict_14_with_grace_period","f","f",3,3,0,0,2.37,"Ghent"
"5360",11503,1638170,"https://www.airbnb.com/rooms/1638170",879188,"https://www.airbnb.com/users/show/879188","Dorothee","7/27/2011","Ghent, Flemish Region, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/users/879188/profile_pic/1340923853/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/879188/profile_pic/1340923853/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']","t","f","Ghent, Flanders, Belgium",NA,"Elisabethbegijnhof - Papegaai",NA,"Ghent","Flanders","9000","Gent","Ghent, Belgium","BE","Belgium",51.05545,3.70902,"t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",NA,"$50.00 ","","","$250.00 ","$35.00 ",2,"$35.00 ",2,14,2,2,14,14,2,14,"t",19,40,66,330,"3/18/2020",225,39,"9/16/2013","3/1/2020",88,9,9,10,10,9,9,NA,"t","f","moderate","f","f",1,1,0,0,2.84,"Ghent"
