"","X","id","listing_url","host_id","host_url","host_name","host_since","host_location","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_thumbnail_url","host_picture_url","host_neighbourhood","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","street","neighbourhood","neighbourhood_cleansed","neighbourhood_group_cleansed","city","state","zipcode","market","smart_location","country_code","country","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","square_feet","price","weekly_price","monthly_price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_ltm","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","jurisdiction_names","instant_bookable","is_business_travel_ready","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","place"
"25",25,789555,"https://www.airbnb.com/rooms/789555",3185214,"https://www.airbnb.com/users/show/3185214","Annemie","8/7/2012","Antwerpen, Vlaams Gewest, Belgium","within an hour","100%","99%","t","https://a0.muscache.com/im/users/3185214/profile_pic/1353096808/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/3185214/profile_pic/1353096808/original.jpg?aki_policy=profile_x_medium","",3,3,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id']","t","f","Antwerp, Flanders, Belgium",NA,"Centraal Station",NA,"Antwerpen","Flanders","2018","Antwerp","Antwerp, Belgium","BE","Belgium",51.2117,4.42665,"t","Apartment","Entire home/apt",4,1.5,1,1,"Real Bed",753,"$93.00 ","$495.00 ","$1,450.00 ","$0.00 ","$35.00 ",2,"$20.00 ",2,1125,2,7,1125,1125,2.2,1125,"t",30,60,90,362,"3/21/2020",47,7,"1/7/2013","3/7/2020",97,10,10,10,10,9,10,NA,"f","f","flexible","f","f",3,3,0,0,0.54,"Antwerp"
"26",26,813969,"https://www.airbnb.com/rooms/813969",4277604,"https://www.airbnb.com/users/show/4277604","Sarah","11/29/2012","Antwerp, Flanders, Belgium","within a few hours","100%","99%","f","https://a0.muscache.com/im/pictures/user/7a0cdc69-6081-4416-9e64-6a465baedebf.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/7a0cdc69-6081-4416-9e64-6a465baedebf.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']","t","t","Antwerp, Flemish Region, Belgium",NA,"Zuid",NA,"Antwerpen","Flemish Region","2000","Antwerp","Antwerp, Belgium","BE","Belgium",51.21264,4.39098,"t","Apartment","Entire home/apt",6,1.5,2,3,"Real Bed",NA,"$177.00 ","$1,299.00 ","$2,995.00 ","$300.00 ","$0.00 ",4,"$0.00 ",1,365,1,1,365,365,1,365,"t",21,43,63,271,"3/21/2020",57,18,"6/17/2015","2/28/2020",95,10,9,10,10,10,9,NA,"f","f","strict_14_with_grace_period","f","f",2,2,0,0,0.98,"Antwerp"
"27",27,842077,"https://www.airbnb.com/rooms/842077",4396703,"https://www.airbnb.com/users/show/4396703","Son","12/13/2012","Antwerpen, Vlaams Gewest, Belgium","within a few hours","100%","42%","f","https://a0.muscache.com/im/pictures/user/aa2d7df7-f488-4cf9-b616-e896dd458922.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/aa2d7df7-f488-4cf9-b616-e896dd458922.jpg?aki_policy=profile_x_medium","",4,4,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","t","Antwerp, Flemish Region, Belgium",NA,"Amandus - Atheneum",NA,"Antwerpen","Flemish Region","2060","Antwerp","Antwerp, Belgium","BE","Belgium",51.2215,4.42606,"t","House","Private room",7,1.5,1,4,"Real Bed",0,"$40.00 ","$210.00 ","$800.00 ","$0.00 ","$10.00 ",1,"$25.00 ",1,365,1,1,365,365,1,365,"t",25,55,84,356,"3/21/2020",401,23,"12/29/2012","12/28/2019",95,10,10,10,10,9,10,NA,"f","f","moderate","f","f",4,0,4,0,4.56,"Antwerp"
"28",28,866701,"https://www.airbnb.com/rooms/866701",4396703,"https://www.airbnb.com/users/show/4396703","Son","12/13/2012","Antwerpen, Vlaams Gewest, Belgium","within a few hours","100%","42%","f","https://a0.muscache.com/im/pictures/user/aa2d7df7-f488-4cf9-b616-e896dd458922.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/aa2d7df7-f488-4cf9-b616-e896dd458922.jpg?aki_policy=profile_x_medium","",4,4,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","t","Antwerp, Flemish Region, Belgium",NA,"Amandus - Atheneum",NA,"Antwerpen","Flemish Region","2060","Antwerp","Antwerp, Belgium","BE","Belgium",51.2215,4.42606,"t","House","Private room",7,1.5,1,4,"Real Bed",NA,"$40.00 ","$210.00 ","$800.00 ","$0.00 ","$5.00 ",1,"$30.00 ",1,365,1,1,365,365,1,365,"t",24,54,84,356,"3/21/2020",283,20,"1/25/2013","1/2/2020",96,10,10,10,10,9,10,NA,"f","f","moderate","f","f",4,0,4,0,3.25,"Antwerp"
"29",29,891355,"https://www.airbnb.com/rooms/891355",1366391,"https://www.airbnb.com/users/show/1366391","Micheline","11/3/2011","Antwerp, Vlaams Gewest, Belgium","within a few hours","100%","83%","f","https://a0.muscache.com/im/users/1366391/profile_pic/1358446134/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/1366391/profile_pic/1358446134/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews']","t","f","Antwerp, Flemish Region, Belgium",NA,"Universiteitsbuurt",NA,"Antwerpen","Flemish Region","2000","Antwerp","Antwerp, Belgium","BE","Belgium",51.22043,4.40562,"t","Townhouse","Private room",2,1,1,1,"Real Bed",NA,"$85.00 ","$450.00 ","","$0.00 ","$10.00 ",1,"$0.00 ",1,14,1,1,14,14,1,14,"t",0,0,18,293,"3/21/2020",79,10,"5/10/2013","2/3/2020",90,9,10,10,10,10,9,NA,"f","f","moderate","f","f",1,0,1,0,0.94,"Antwerp"
"30",30,891884,"https://www.airbnb.com/rooms/891884",234077,"https://www.airbnb.com/users/show/234077","Karin","9/14/2010","Antwerp, Flanders, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/9cdb384a-13d9-46e4-be2d-bf4998003d9f.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/9cdb384a-13d9-46e4-be2d-bf4998003d9f.jpg?aki_policy=profile_x_medium","",4,4,"['email', 'phone', 'google', 'reviews', 'offline_government_id', 'government_id']","t","f","Antwerp, Flemish Region, Belgium",NA,"Historisch Centrum",NA,"Antwerpen","Flemish Region","2000","Antwerp","Antwerp, Belgium","BE","Belgium",51.21874,4.39835,"t","Boutique hotel","Hotel room",2,1,1,1,"Real Bed",NA,"$150.00 ","","","$250.00 ","$0.00 ",1,"$0.00 ",1,1125,1,2,40,1125,1.8,219.2,"t",10,37,62,237,"3/21/2020",14,14,"6/28/2019","10/20/2019",97,10,10,10,10,10,8,NA,"t","f","strict_14_with_grace_period","f","f",4,2,0,0,1.57,"Antwerp"
"31",31,891907,"https://www.airbnb.com/rooms/891907",234077,"https://www.airbnb.com/users/show/234077","Karin","9/14/2010","Antwerp, Flanders, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/9cdb384a-13d9-46e4-be2d-bf4998003d9f.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/9cdb384a-13d9-46e4-be2d-bf4998003d9f.jpg?aki_policy=profile_x_medium","",4,4,"['email', 'phone', 'google', 'reviews', 'offline_government_id', 'government_id']","t","f","Antwerp, Flemish Region, Belgium",NA,"Historisch Centrum",NA,"Antwerpen","Flemish Region","2000","Antwerp","Antwerp, Belgium","BE","Belgium",51.21825,4.39901,"t","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",NA,"$180.00 ","","","$250.00 ","$0.00 ",2,"$25.00 ",2,366,2,5,366,1000,3.6,895.3,"t",22,49,76,306,"3/21/2020",5,2,"6/12/2014","2/9/2020",100,10,10,10,10,10,9,NA,"f","f","strict_14_with_grace_period","f","f",4,2,0,0,0.07,"Antwerp"
"32",32,959200,"https://www.airbnb.com/rooms/959200",4715596,"https://www.airbnb.com/users/show/4715596","Caroline & Klaas","1/15/2013","Antwerp, Flanders, Belgium","within a few hours","100%","89%","f","https://a0.muscache.com/im/pictures/user/1a83114d-ddbd-417d-bea9-1d80e0ac2d4b.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/1a83114d-ddbd-417d-bea9-1d80e0ac2d4b.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Antwerp, Flemish Region, Belgium",NA,"Borgerhout Intra Muros Noord",NA,"Antwerpen","Flemish Region","2140","Antwerp","Antwerp, Belgium","BE","Belgium",51.21596,4.43764,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$48.00 ","$300.00 ","$850.00 ","","$30.00 ",1,"$0.00 ",2,30,2,2,30,30,2,30,"t",30,55,60,330,"3/21/2020",57,17,"11/19/2013","3/8/2020",96,10,10,9,10,9,10,NA,"f","f","moderate","f","f",2,2,0,0,0.74,"Antwerp"
"33",33,961296,"https://www.airbnb.com/rooms/961296",3189018,"https://www.airbnb.com/users/show/3189018","Cathy","8/7/2012","Antwerpen, Vlaams Gewest, Belgium","within an hour","86%","91%","f","https://a0.muscache.com/im/users/3189018/profile_pic/1344379418/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/3189018/profile_pic/1344379418/original.jpg?aki_policy=profile_x_medium","",3,3,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","t","Antwerp, Flemish Region, Belgium",NA,"Borgerhout Intra Muros Noord",NA,"Antwerpen","Flemish Region","2140","Antwerp","Antwerp, Belgium","BE","Belgium",51.21531,4.44498,"t","House","Entire home/apt",10,2,5,5,"Real Bed",NA,"$340.00 ","$950.00 ","$1,850.00 ","$400.00 ","$70.00 ",6,"$40.00 ",2,30,2,2,30,30,2,30,"t",0,21,43,133,"3/21/2020",48,15,"7/22/2014","1/29/2020",93,9,9,10,10,8,9,NA,"f","f","moderate","f","f",3,1,2,0,0.7,"Antwerp"
"34",34,991824,"https://www.airbnb.com/rooms/991824",5446991,"https://www.airbnb.com/users/show/5446991","Magali","3/13/2013","Antwerpen, Vlaams Gewest, Belgium","within an hour","100%","100%","t","https://a0.muscache.com/im/users/5446991/profile_pic/1364170275/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/5446991/profile_pic/1364170275/original.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Antwerp, Flemish Region, Belgium",NA,"Deurne Zuid West",NA,"Antwerpen","Flemish Region","2100","Antwerp","Antwerp, Belgium","BE","Belgium",51.20316,4.46015,"t","Apartment","Entire home/apt",5,1,3,5,"Real Bed",NA,"$77.00 ","","","","",2,"$30.00 ",1,1125,1,1,1125,1125,1,1125,"t",28,57,87,359,"3/21/2020",227,27,"4/22/2013","1/1/2020",93,10,9,10,10,9,9,NA,"t","f","strict_14_with_grace_period","f","f",2,2,0,0,2.7,"Antwerp"
"35",35,1001223,"https://www.airbnb.com/rooms/1001223",5072926,"https://www.airbnb.com/users/show/5072926","Aziza","2/13/2013","Antwerpen, Vlaams Gewest, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/efb2702c-150f-4ebf-8f18-228276bb08f8.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/efb2702c-150f-4ebf-8f18-228276bb08f8.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'reviews']","t","f","Antwerp, Flemish Region, Belgium",NA,"Zuid",NA,"Antwerpen","Flemish Region","2000","Antwerp","Antwerp, Belgium","BE","Belgium",51.20854,4.39261,"t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",NA,"$115.00 ","$680.00 ","$1,585.00 ","$250.00 ","$45.00 ",2,"$45.00 ",3,120,3,3,120,120,3,120,"t",29,59,89,364,"3/21/2020",14,0,"10/31/2015","11/28/2017",96,10,10,10,10,10,10,NA,"t","f","strict_14_with_grace_period","f","f",2,2,0,0,0.26,"Antwerp"
"36",36,1038791,"https://www.airbnb.com/rooms/1038791",5717453,"https://www.airbnb.com/users/show/5717453","Ann","4/1/2013","Antwerpen, Flemish Region, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/users/5717453/profile_pic/1364838727/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/5717453/profile_pic/1364838727/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","t","Antwerp, Flemish Region, Belgium",NA,"Universiteitsbuurt",NA,"Antwerpen","Flemish Region","2000","Antwerp","Antwerp, Belgium","BE","Belgium",51.22252,4.40751,"t","Apartment","Entire home/apt",2,1,1,2,"Real Bed",NA,"$62.00 ","$350.00 ","$1,000.00 ","","",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,0,0,212,"3/21/2020",295,10,"4/8/2013","2/23/2020",93,10,10,10,10,10,10,NA,"f","f","flexible","f","f",1,1,0,0,3.48,"Antwerp"
"37",37,1050693,"https://www.airbnb.com/rooms/1050693",5446991,"https://www.airbnb.com/users/show/5446991","Magali","3/13/2013","Antwerpen, Vlaams Gewest, Belgium","within an hour","100%","100%","t","https://a0.muscache.com/im/users/5446991/profile_pic/1364170275/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/5446991/profile_pic/1364170275/original.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Antwerp, Flemish Region, Belgium",NA,"Deurne Zuid West",NA,"Antwerpen","Flemish Region","2100","Antwerp","Antwerp, Belgium","BE","Belgium",51.20316,4.46015,"t","Apartment","Entire home/apt",5,1,3,5,"Real Bed",NA,"$77.00 ","$500.00 ","$1,550.00 ","","",2,"$30.00 ",1,1125,1,1,1125,1125,1,1125,"t",28,57,87,359,"3/21/2020",22,12,"10/6/2013","2/28/2020",90,10,9,10,10,9,9,NA,"t","f","strict_14_with_grace_period","f","f",2,2,0,0,0.28,"Antwerp"
"38",38,1105318,"https://www.airbnb.com/rooms/1105318",6068286,"https://www.airbnb.com/users/show/6068286","Frederic Luca","4/24/2013","Antwerpen, Vlaams Gewest, Belgium","within a day","86%","51%","f","https://a0.muscache.com/im/users/6068286/profile_pic/1366799212/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/6068286/profile_pic/1366799212/original.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'reviews']","t","f","Antwerp, Flemish Region, Belgium",NA,"Zuid",NA,"Antwerpen","Flemish Region","2000","Antwerp","Antwerp, Belgium","BE","Belgium",51.21024,4.39995,"t","Apartment","Entire home/apt",2,1,1,2,"Real Bed",NA,"$75.00 ","","","$88.00 ","$25.00 ",1,"$15.00 ",2,1125,2,2,1125,1125,2,1125,"t",30,60,90,361,"3/21/2020",29,9,"7/11/2013","1/1/2020",89,9,9,10,9,9,9,NA,"f","f","strict_14_with_grace_period","f","f",2,2,0,0,0.36,"Antwerp"
"39",39,1108491,"https://www.airbnb.com/rooms/1108491",4396703,"https://www.airbnb.com/users/show/4396703","Son","12/13/2012","Antwerpen, Vlaams Gewest, Belgium","within a few hours","100%","42%","f","https://a0.muscache.com/im/pictures/user/aa2d7df7-f488-4cf9-b616-e896dd458922.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/aa2d7df7-f488-4cf9-b616-e896dd458922.jpg?aki_policy=profile_x_medium","",4,4,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","t","Antwerp, Flemish Region, Belgium",NA,"Amandus - Atheneum",NA,"Antwerpen","Flemish Region","2060","Antwerp","Antwerp, Belgium","BE","Belgium",51.2215,4.42606,"t","House","Private room",2,1.5,1,4,"Real Bed",NA,"$40.00 ","$210.00 ","$800.00 ","$0.00 ","$10.00 ",1,"$25.00 ",1,365,1,1,365,365,1,365,"t",23,53,83,355,"3/21/2020",214,8,"5/5/2013","12/29/2019",97,10,10,10,10,9,10,NA,"f","f","moderate","f","f",4,0,4,0,2.55,"Antwerp"
"40",40,1134686,"https://www.airbnb.com/rooms/1134686",5072926,"https://www.airbnb.com/users/show/5072926","Aziza","2/13/2013","Antwerpen, Vlaams Gewest, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/efb2702c-150f-4ebf-8f18-228276bb08f8.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/efb2702c-150f-4ebf-8f18-228276bb08f8.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'reviews']","t","f","Antwerp, Flemish Region, Belgium",NA,"Zuid",NA,"Antwerpen","Flemish Region","2000","Antwerp","Antwerp, Belgium","BE","Belgium",51.20912,4.39392,"t","Apartment","Entire home/apt",3,1,1,2,"Real Bed",NA,"$108.00 ","$750.00 ","$1,850.00 ","$250.00 ","$50.00 ",2,"$30.00 ",3,180,3,3,180,180,3,180,"t",30,60,90,365,"3/21/2020",16,0,"8/12/2013","11/27/2017",97,10,10,10,10,10,10,NA,"t","f","strict_14_with_grace_period","f","f",2,2,0,0,0.2,"Antwerp"
"41",41,1138959,"https://www.airbnb.com/rooms/1138959",6247867,"https://www.airbnb.com/users/show/6247867","Lut","5/6/2013","Antwerpen, Vlaams Gewest, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/users/6247867/profile_pic/1367831713/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/6247867/profile_pic/1367831713/original.jpg?aki_policy=profile_x_medium","",0,0,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']","t","t","Antwerp, Flemish Region, Belgium",NA,"Zurenborg",NA,"Antwerpen","Flemish Region","2018","Antwerp","Antwerp, Belgium","BE","Belgium",51.20755,4.43175,"t","House","Private room",2,1,1,1,"Real Bed",NA,"$35.00 ","$200.00 ","$500.00 ","","",2,"$0.00 ",5,1125,5,5,1125,1125,5,1125,"t",0,0,0,232,"3/21/2020",113,0,"5/30/2013","5/1/2018",88,9,9,10,9,9,9,NA,"f","f","moderate","f","f",1,0,1,0,1.36,"Antwerp"
"42",42,1146375,"https://www.airbnb.com/rooms/1146375",1764235,"https://www.airbnb.com/users/show/1764235","Isa","2/17/2012","Antwerp, Vlaams Gewest, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/users/1764235/profile_pic/1389638434/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/1764235/profile_pic/1389638434/original.jpg?aki_policy=profile_x_medium","",4,4,"['email', 'phone', 'facebook', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'government_id', 'work_email']","t","t","Antwerp, Flemish Region, Belgium",NA,"Borgerhout Intra Muros Noord",NA,"Antwerpen","Flemish Region","2140","Antwerp","Antwerp, Belgium","BE","Belgium",51.21751,4.4298,"t","Apartment","Entire home/apt",6,1,2,3,"Real Bed",NA,"$55.00 ","$379.00 ","$999.00 ","$0.00 ","$22.00 ",2,"$15.00 ",1,1125,1,1,1125,1125,1,1125,"t",30,57,75,310,"3/21/2020",163,55,"6/17/2013","3/5/2020",92,10,10,10,10,9,9,NA,"t","f","strict_14_with_grace_period","f","f",1,1,0,0,1.98,"Antwerp"
"43",43,1159039,"https://www.airbnb.com/rooms/1159039",2580903,"https://www.airbnb.com/users/show/2580903","Kim","6/8/2012","Antwerpen, Flemish Region, Belgium","N/A","N/A","67%","f","https://a0.muscache.com/im/users/2580903/profile_pic/1339504147/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/2580903/profile_pic/1339504147/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']","t","t","Antwerp, Flanders, Belgium",NA,"Markgrave",NA,"Antwerpen","Flanders","2018","Antwerp","Antwerp, Belgium","BE","Belgium",51.19329,4.41189,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$69.00 ","","","$500.00 ","$0.00 ",2,"$15.00 ",2,1121,2,2,1121,1121,2,1121,"t",0,0,8,8,"3/21/2020",9,1,"10/7/2013","1/3/2020",100,10,10,10,10,10,10,NA,"f","f","strict_14_with_grace_period","f","f",1,1,0,0,0.11,"Antwerp"
"44",44,1172376,"https://www.airbnb.com/rooms/1172376",6068286,"https://www.airbnb.com/users/show/6068286","Frederic Luca","4/24/2013","Antwerpen, Vlaams Gewest, Belgium","within a day","86%","51%","f","https://a0.muscache.com/im/users/6068286/profile_pic/1366799212/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/6068286/profile_pic/1366799212/original.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'reviews']","t","f","Antwerp, Flemish Region, Belgium",NA,"Zuid",NA,"Antwerpen","Flemish Region","2000","Antwerp","Antwerp, Belgium","BE","Belgium",51.21026,4.40138,"t","Apartment","Entire home/apt",2,1,1,2,"Real Bed",NA,"$80.00 ","","","","",1,"$20.00 ",1,1125,1,2,1125,1125,1.3,1125,"t",30,60,90,365,"3/21/2020",15,0,"7/1/2013","1/5/2017",90,9,10,9,8,10,9,NA,"f","f","strict_14_with_grace_period","f","f",2,2,0,0,0.18,"Antwerp"
"45",45,1172826,"https://www.airbnb.com/rooms/1172826",1167377,"https://www.airbnb.com/users/show/1167377","Geert","9/16/2011","Antwerpen, Flemish Region, Belgium","within an hour","100%","61%","t","https://a0.muscache.com/im/pictures/user/11ed8503-aa7b-4c25-93ee-cc24d16883c2.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/11ed8503-aa7b-4c25-93ee-cc24d16883c2.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'facebook', 'jumio', 'government_id']","t","t","Antwerp, Flemish Region, Belgium",NA,"Deurne Zuid West",NA,"Antwerpen","Flemish Region","2100","Antwerp","Antwerp, Belgium","BE","Belgium",51.19813,4.45807,"t","House","Private room",2,3,1,1,"Real Bed",0,"$16.00 ","$200.00 ","$500.00 ","$400.00 ","$0.00 ",2,"$8.00 ",7,365,7,7,365,365,7,365,"t",19,36,59,334,"3/21/2020",3,3,"7/4/2019","3/4/2020",100,10,9,10,9,10,10,NA,"f","f","strict_14_with_grace_period","f","f",2,0,2,0,0.34,"Antwerp"
"46",46,1184623,"https://www.airbnb.com/rooms/1184623",4865806,"https://www.airbnb.com/users/show/4865806","Tommie","1/27/2013","Antwerp, Flanders, Belgium","within a few hours","100%","84%","f","https://a0.muscache.com/im/pictures/user/914afab5-66b2-46b9-a418-34c057a81f51.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/914afab5-66b2-46b9-a418-34c057a81f51.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'facebook', 'reviews']","t","f","Antwerp, Flemish Region, Belgium",NA,"Eilandje",NA,"Antwerpen","Flemish Region","2000","Antwerp","Antwerp, Belgium","BE","Belgium",51.23133,4.41015,"t","Loft","Entire home/apt",6,3,2,2,"Real Bed",NA,"$175.00 ","$1,095.00 ","$3,200.00 ","$800.00 ","$90.00 ",2,"$50.00 ",2,1125,2,2,1125,1125,2,1125,"t",26,41,52,235,"3/21/2020",20,8,"10/9/2013","3/9/2020",96,10,9,10,10,10,9,NA,"f","f","moderate","f","f",2,2,0,0,0.25,"Antwerp"
"47",47,1209063,"https://www.airbnb.com/rooms/1209063",6596883,"https://www.airbnb.com/users/show/6596883","Martine","5/27/2013","Antwerpen, Flemish Region, Belgium","within a few hours","100%","73%","f","https://a0.muscache.com/im/users/6596883/profile_pic/1371904860/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/6596883/profile_pic/1371904860/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']","t","t","Antwerp, Flemish Region, Belgium",NA,"Borgerhout Intra Muros Zuid",NA,"Antwerpen","Flemish Region","2140","Antwerp","Antwerp, Belgium","BE","Belgium",51.21053,4.43308,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",807,"$77.00 ","$450.00 ","$1,200.00 ","$500.00 ","",2,"$50.00 ",1,1125,1,1,1125,1125,1,1125,"t",11,41,71,161,"3/21/2020",33,7,"8/12/2013","3/14/2020",96,10,10,10,10,9,9,NA,"f","f","moderate","f","f",1,1,0,0,0.41,"Antwerp"
